,subject,condition,position_index,billboard_image_at_position,billboard_emotionality,billboard#_fixated,billboard#_fixated_count,billboard#_duration,recall,recognition
6,sub035,count trash,7,text_driving,high_emo,1,1.0,0.6499999999999915,0,0
7,sub035,count trash,8,marijuana,high_emo,0,0.0,0.0,0,0
8,sub035,count trash,9,vaccination,low_emo,1,1.0,1.8499999999999943,0,0
9,sub035,count trash,10,vaping,low_emo,1,1.0,1.1999999999999886,1,1
10,sub035,count trash,11,buckle_up,high_emo,1,3.0,2.3799999999999955,0,1
11,sub035,count trash,12,coffee,low_emo,0,0.0,0.0,0,0
12,sub035,count trash,13,furniture,high_emo,0,0.0,0.0,0,0
13,sub035,count trash,14,education_donation,low_emo,1,1.0,0.3600000000000136,0,0
14,sub035,count trash,15,tech_addiction,high_emo,0,0.0,0.0,0,0
15,sub035,count trash,16,wash_hands,low_emo,0,0.0,0.0,0,0
16,sub035,count trash,17,hotel,high_emo,0,0.0,0.0,0,0
17,sub035,count trash,18,brunch,high_emo,0,0.0,0.0,0,0
18,sub035,count trash,19,burger,low_emo,1,2.0,0.910000000000025,0,0
19,sub035,count trash,20,sun_protection,high_emo,0,0.0,0.0,0,1
0,sub036,count trash,1,binge_drinking,high_emo,0,0.0,0.0,0,1
1,sub036,count trash,2,smoking,high_emo,1,1.0,0.7300000000000004,0,1
2,sub036,count trash,3,healthy_diet,low_emo,0,0.0,0.0,0,0
3,sub036,count trash,4,diabetes,high_emo,0,0.0,0.0,0,1
4,sub036,count trash,5,drugged_driving,low_emo,0,0.0,0.0,0,0
5,sub036,count trash,6,HIV,high_emo,1,1.0,3.0999999999999943,0,1
6,sub036,count trash,7,text_driving,low_emo,1,2.0,2.700000000000003,0,0
7,sub036,count trash,8,marijuana,low_emo,1,2.0,2.549999999999983,0,1
8,sub036,count trash,9,vaccination,high_emo,1,1.0,0.7000000000000028,1,1
9,sub036,count trash,10,vaping,high_emo,1,3.0,3.0999999999999943,1,1
10,sub036,count trash,11,buckle_up,low_emo,1,2.0,1.4499999999999886,1,1
11,sub036,count trash,12,coffee,high_emo,1,1.0,1.2900000000000205,0,1
12,sub036,count trash,13,furniture,low_emo,1,2.0,3.9399999999999977,0,0
13,sub036,count trash,14,education_donation,high_emo,1,2.0,2.390000000000015,0,1
14,sub036,count trash,15,tech_addiction,low_emo,0,0.0,0.0,0,0
15,sub036,count trash,16,wash_hands,high_emo,0,0.0,0.0,0,0
16,sub036,count trash,17,hotel,low_emo,1,2.0,2.299999999999983,0,0
17,sub036,count trash,18,brunch,low_emo,1,1.0,0.8899999999999864,0,0
18,sub036,count trash,19,burger,high_emo,1,1.0,0.9000000000000057,1,1
19,sub036,count trash,20,sun_protection,low_emo,1,1.0,2.1999999999999886,0,1
0,sub037,count trash,1,coffee,low_emo,0,0.0,0.0,0,0
1,sub037,count trash,2,text_driving,high_emo,0,0.0,0.0,0,0
2,sub037,count trash,3,hotel,low_emo,0,0.0,0.0,0,0
3,sub037,count trash,4,education_donation,high_emo,0,0.0,0.0,0,0
4,sub037,count trash,5,furniture,low_emo,0,0.0,0.0,0,0
5,sub037,count trash,6,tech_addiction,high_emo,0,0.0,0.0,0,1
6,sub037,count trash,7,brunch,low_emo,0,0.0,0.0,0,0
7,sub037,count trash,8,smoking,low_emo,0,0.0,0.0,0,0
8,sub037,count trash,9,healthy_diet,high_emo,0,0.0,0.0,0,1
9,sub037,count trash,10,wash_hands,high_emo,1,1.0,1.4299999999999784,0,1
10,sub037,count trash,11,binge_drinking,high_emo,0,0.0,0.0,0,0
11,sub037,count trash,12,diabetes,low_emo,0,0.0,0.0,0,0
12,sub037,count trash,13,sun_protection,high_emo,1,1.0,1.4399999999999975,1,1
13,sub037,count trash,14,drugged_driving,low_emo,0,0.0,0.0,0,0
14,sub037,count trash,15,buckle_up,low_emo,0,0.0,0.0,0,1
15,sub037,count trash,16,vaping,low_emo,1,1.0,0.8499999999999943,1,1
16,sub037,count trash,17,burger,high_emo,0,0.0,0.0,0,0
17,sub037,count trash,18,marijuana,high_emo,0,0.0,0.0,0,0
18,sub037,count trash,19,HIV,low_emo,0,0.0,0.0,0,0
19,sub037,count trash,20,vaccination,high_emo,0,0.0,0.0,0,0
0,sub038,count trash,1,coffee,high_emo,1,1.0,0.9499999999999996,0,0
1,sub038,count trash,2,text_driving,low_emo,1,1.0,2.990000000000002,1,1
2,sub038,count trash,3,hotel,high_emo,1,2.0,2.6899999999999977,0,0
3,sub038,count trash,4,education_donation,low_emo,0,0.0,0.0,0,0
4,sub038,count trash,5,furniture,high_emo,0,0.0,0.0,0,0
5,sub038,count trash,6,tech_addiction,low_emo,0,0.0,0.0,0,0
6,sub038,count trash,7,brunch,high_emo,0,0.0,0.0,0,0
7,sub038,count trash,8,smoking,high_emo,0,0.0,0.0,0,0
8,sub038,count trash,9,healthy_diet,low_emo,0,0.0,0.0,0,1
9,sub038,count trash,10,wash_hands,low_emo,0,0.0,0.0,0,0
10,sub038,count trash,11,binge_drinking,low_emo,0,0.0,0.0,0,0
11,sub038,count trash,12,diabetes,high_emo,0,0.0,0.0,0,0
12,sub038,count trash,13,sun_protection,low_emo,0,0.0,0.0,0,0
13,sub038,count trash,14,drugged_driving,high_emo,0,0.0,0.0,0,1
14,sub038,count trash,15,buckle_up,high_emo,0,0.0,0.0,0,0
15,sub038,count trash,16,vaping,high_emo,0,0.0,0.0,0,1
16,sub038,count trash,17,burger,low_emo,0,0.0,0.0,0,0
17,sub038,count trash,18,marijuana,low_emo,0,0.0,0.0,0,0
18,sub038,count trash,19,HIV,high_emo,0,0.0,0.0,0,0
19,sub038,count trash,20,vaccination,low_emo,0,0.0,0.0,0,0
0,sub039,count trash,1,burger,high_emo,0,0.0,0.0,0,0
1,sub039,count trash,2,tech_addiction,low_emo,0,0.0,0.0,0,0
2,sub039,count trash,3,text_driving,high_emo,0,0.0,0.0,0,0
3,sub039,count trash,4,education_donation,low_emo,0,0.0,0.0,0,0
4,sub039,count trash,5,vaping,low_emo,0,0.0,0.0,0,0
5,sub039,count trash,6,drugged_driving,low_emo,0,0.0,0.0,0,0
6,sub039,count trash,7,diabetes,low_emo,0,0.0,0.0,0,0
7,sub039,count trash,8,marijuana,high_emo,0,0.0,0.0,0,0
8,sub039,count trash,9,wash_hands,high_emo,0,0.0,0.0,0,0
9,sub039,count trash,10,binge_drinking,high_emo,0,0.0,0.0,0,0
10,sub039,count trash,11,vaccination,low_emo,0,0.0,0.0,0,0
11,sub039,count trash,12,buckle_up,low_emo,0,0.0,0.0,0,0
12,sub039,count trash,13,smoking,high_emo,0,0.0,0.0,0,0
13,sub039,count trash,14,healthy_diet,high_emo,1,1.0,0.6800000000000068,0,0
14,sub039,count trash,15,coffee,low_emo,0,0.0,0.0,0,0
15,sub039,count trash,16,HIV,high_emo,0,0.0,0.0,0,0
16,sub039,count trash,17,furniture,low_emo,0,0.0,0.0,0,0
17,sub039,count trash,18,sun_protection,high_emo,1,1.0,0.9000000000000057,1,1
18,sub039,count trash,19,hotel,low_emo,0,0.0,0.0,0,0
19,sub039,count trash,20,brunch,high_emo,1,1.0,0.6500000000000341,1,1
0,sub040,count trash,1,burger,low_emo,1,1.0,0.8700000000000001,0,0
1,sub040,count trash,2,tech_addiction,high_emo,1,1.0,2.52,0,1
2,sub040,count trash,3,text_driving,low_emo,1,1.0,0.9499999999999956,0,1
3,sub040,count trash,4,education_donation,high_emo,1,1.0,2.1300000000000026,0,0
4,sub040,count trash,5,vaping,high_emo,1,2.0,1.86,1,1
5,sub040,count trash,6,drugged_driving,high_emo,0,0.0,0.0,0,1
6,sub040,count trash,7,diabetes,high_emo,0,0.0,0.0,0,0
7,sub040,count trash,8,marijuana,low_emo,1,2.0,1.6800000000000068,1,1
8,sub040,count trash,9,wash_hands,low_emo,0,0.0,0.0,0,1
9,sub040,count trash,10,binge_drinking,low_emo,0,0.0,0.0,1,1
10,sub040,count trash,11,vaccination,high_emo,0,0.0,0.0,0,1
11,sub040,count trash,12,buckle_up,high_emo,0,0.0,0.0,0,1
12,sub040,count trash,13,smoking,low_emo,0,0.0,0.0,0,1
13,sub040,count trash,14,healthy_diet,low_emo,1,2.0,1.260000000000019,0,0
14,sub040,count trash,15,coffee,high_emo,1,1.0,1.9300000000000068,0,1
15,sub040,count trash,16,HIV,low_emo,0,0.0,0.0,0,1
16,sub040,count trash,17,furniture,high_emo,1,1.0,1.7800000000000011,0,0
17,sub040,count trash,18,sun_protection,low_emo,1,1.0,0.8599999999999852,0,0
18,sub040,count trash,19,hotel,high_emo,1,2.0,1.200000000000017,0,1
19,sub040,count trash,20,brunch,low_emo,1,1.0,1.5200000000000389,1,1
